                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.84748,                0.70101,                 1.2291,                0.79775,                0.77583,                0.81535,                0.62607,                0.82057,                 3.0909,                 1.0478,               0.000878,               0.000878,               0.000878
                     37,                0.84199,                 0.6802,                 1.2223,                0.78205,                0.78459,                0.82325,                 0.6219,                  0.822,                 7.1666,                 1.0665,               0.000845,               0.000845,               0.000845
                     38,                0.84493,                0.67551,                 1.2215,                0.81339,                0.77583,                0.83642,                0.63962,                0.82754,                 6.0707,                 1.0497,               0.000812,               0.000812,               0.000812
                     39,                0.83447,                0.66756,                 1.2197,                 0.7991,                0.77583,                0.82155,                0.63734,                0.81833,                 2.7623,                  1.041,               0.000779,               0.000779,               0.000779
                     40,                0.80854,                0.65113,                 1.1992,                0.77874,                0.78109,                0.82977,                0.63385,                0.84222,                 12.702,                 1.0571,               0.000746,               0.000746,               0.000746
                     41,                0.80718,                0.63577,                 1.1955,                0.78583,                0.72504,                0.80799,                0.62494,                0.83361,                 9.3565,                 1.0512,               0.000713,               0.000713,               0.000713
                     42,                0.80173,                0.63552,                 1.1959,                0.80664,                 0.8056,                0.84921,                0.65393,                0.82596,                 11.664,                 1.0498,                0.00068,                0.00068,                0.00068
                     43,                0.79965,                0.63022,                 1.1994,                0.82098,                0.78459,                0.83767,                0.64388,                0.82905,                 4.2125,                  1.055,               0.000647,               0.000647,               0.000647
                     44,                0.78355,                0.61053,                 1.1814,                0.84679,                0.76465,                0.83821,                0.64501,                0.82809,                 4.2755,                 1.0622,               0.000614,               0.000614,               0.000614
                     45,                0.77342,                0.58773,                 1.1739,                0.83834,                0.74606,                0.80872,                0.62594,                0.83107,                 11.196,                 1.0597,               0.000581,               0.000581,               0.000581
                     46,                0.75522,                0.57597,                  1.159,                  0.808,                0.74606,                0.80417,                0.62367,                0.82272,                 2.5758,                 1.0428,               0.000548,               0.000548,               0.000548
                     47,                0.75873,                0.59392,                 1.1695,                0.78041,                0.81436,                0.83244,                0.64115,                0.82209,                 3.6389,                 1.0488,               0.000515,               0.000515,               0.000515
                     48,                0.73839,                0.55507,                 1.1532,                0.81269,                 0.8021,                0.85055,                0.65997,                0.82017,                 5.9803,                 1.0506,               0.000482,               0.000482,               0.000482
                     49,                0.73586,                0.54747,                 1.1498,                0.81688,                0.79687,                0.83426,                 0.6435,                  0.839,                 5.6014,                 1.0647,               0.000449,               0.000449,               0.000449
                     50,                0.71899,                0.54454,                 1.1352,                0.81264,                0.82137,                0.85832,                0.66251,                0.83508,                 4.9977,                 1.0583,               0.000416,               0.000416,               0.000416
                     51,                0.67209,                0.43438,                 1.1279,                0.77795,                0.77758,                0.80696,                0.62542,                0.83139,                 10.001,                 1.0599,               0.000383,               0.000383,               0.000383
                     52,                0.64855,                   0.42,                  1.105,                0.85316,                0.76317,                0.83584,                0.65131,                0.84215,                 2.6262,                 1.0596,                0.00035,                0.00035,                0.00035
                     53,                0.62581,                0.39387,                 1.0938,                0.84879,                0.77665,                0.85124,                0.65834,                0.82992,                 3.1086,                 1.0557,               0.000317,               0.000317,               0.000317
                     54,                0.61396,                0.38911,                 1.0792,                0.84572,                0.76182,                0.83418,                0.64646,                0.83504,                 3.2316,                 1.0563,               0.000284,               0.000284,               0.000284
                     55,                0.60525,                0.38489,                 1.0812,                 0.8032,                0.81786,                 0.8377,                0.65111,                0.84338,                 4.2978,                 1.0662,               0.000251,               0.000251,               0.000251
                     56,                0.60058,                0.37774,                 1.0777,                0.78728,                0.80035,                0.82815,                0.64489,                0.84187,                 4.5186,                 1.0602,               0.000218,               0.000218,               0.000218
                     57,                0.58473,                0.35773,                 1.0534,                0.86507,                0.75131,                0.84055,                 0.6538,                0.84026,                 8.2045,                 1.0716,               0.000185,               0.000185,               0.000185
                     58,                0.55645,                0.36521,                 1.0448,                  0.814,                0.78941,                 0.8412,                0.65379,                0.84114,                 4.8917,                 1.0646,               0.000152,               0.000152,               0.000152
                     59,                0.55077,                0.33717,                 1.0326,                0.80113,                0.78809,                0.84013,                0.65208,                0.84205,                 6.5624,                 1.0699,               0.000119,               0.000119,               0.000119
                     60,                0.55278,                0.34255,                 1.0417,                0.82997,                0.78109,                0.84292,                0.65984,                  0.832,                 3.6538,                 1.0592,                8.6e-05,                8.6e-05,                8.6e-05
