                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  1.471,                0.88824,                 1.5363,                0.89149,                0.83384,                0.91937,                0.52412,                 1.1155,                 1.1845,                 1.2221,               0.001637,               0.001637,               0.001637
                     14,                 1.4557,                0.87716,                 1.5265,                0.87538,                 0.8536,                0.91749,                0.53268,                 1.0569,                 1.3043,                 1.2046,               0.001604,               0.001604,               0.001604
                     15,                 1.4356,                 0.8539,                  1.517,                0.84913,                0.85823,                0.91342,                0.54131,                 1.0474,                0.91867,                 1.1965,               0.001571,               0.001571,               0.001571
                     16,                 1.4228,                0.84515,                 1.5117,                0.85977,                0.83181,                0.90794,                0.52363,                 1.0876,                0.92162,                 1.2287,               0.001538,               0.001538,               0.001538
                     17,                 1.4318,                0.83167,                 1.5067,                0.87149,                0.87487,                 0.9318,                0.55806,                 1.0397,                0.78254,                 1.1986,               0.001505,               0.001505,               0.001505
                     18,                 1.4034,                0.81134,                 1.4851,                0.87478,                0.85647,                0.92374,                0.53714,                 1.0595,                0.78922,                 1.2074,               0.001472,               0.001472,               0.001472
                     19,                  1.392,                 0.8008,                 1.4736,                0.86313,                0.87856,                0.93248,                0.56283,                 1.0439,                0.59502,                 1.1867,               0.001439,               0.001439,               0.001439
                     20,                 1.3747,                0.78794,                 1.4652,                0.88904,                 0.8605,                 0.9316,                0.56154,                 1.0366,                0.54224,                 1.1866,               0.001406,               0.001406,               0.001406
                     21,                 1.3752,                0.79115,                 1.4664,                 0.8938,                0.83435,                0.93069,                0.56355,                 1.0346,                0.71423,                 1.1862,               0.001373,               0.001373,               0.001373
                     22,                 1.3537,                0.76941,                 1.4488,                0.88828,                0.85208,                0.93235,                0.55669,                 1.0683,                0.60979,                 1.2014,                0.00134,                0.00134,                0.00134
                     23,                  1.329,                0.75654,                 1.4344,                0.88412,                 0.8536,                0.92468,                0.54882,                 1.0432,                0.51105,                 1.1948,               0.001307,               0.001307,               0.001307
                     24,                 1.3225,                0.75668,                 1.4422,                0.89962,                0.86981,                0.93427,                 0.5646,                 1.0389,                0.55998,                 1.1948,               0.001274,               0.001274,               0.001274
                     25,                  1.297,                0.73497,                 1.4184,                0.88305,                 0.8606,                0.92999,                0.56755,                 1.0272,                0.52673,                 1.1896,               0.001241,               0.001241,               0.001241
                     26,                 1.2983,                0.73258,                 1.4159,                0.90244,                0.83883,                0.92414,                0.56184,                 1.0228,                0.77316,                 1.1814,               0.001208,               0.001208,               0.001208
                     27,                 1.2913,                0.72482,                 1.4187,                0.88274,                 0.8921,                0.93734,                0.57221,                 1.0175,                0.58025,                  1.183,               0.001175,               0.001175,               0.001175
                     28,                 1.2699,                0.71395,                 1.3966,                0.89214,                0.86829,                0.93818,                0.57363,                 1.0289,                0.49816,                 1.1838,               0.001142,               0.001142,               0.001142
                     29,                 1.2539,                0.70463,                 1.3873,                0.88624,                0.86272,                 0.9306,                0.56305,                   1.04,                0.59065,                 1.1999,               0.001109,               0.001109,               0.001109
                     30,                 1.2236,                0.69217,                 1.3798,                0.88996,                0.87673,                 0.9372,                0.57657,                 1.0099,                0.57827,                  1.176,               0.001076,               0.001076,               0.001076
                     31,                 1.2159,                0.67869,                  1.358,                0.87539,                0.87285,                0.93254,                   0.57,                 1.0139,                0.53045,                 1.1784,               0.001043,               0.001043,               0.001043
                     32,                 1.2057,                0.67378,                 1.3424,                 0.9021,                0.86359,                0.93141,                0.57517,                 1.0329,                0.52189,                 1.2017,                0.00101,                0.00101,                0.00101
                     33,                 1.1871,                0.66445,                 1.3367,                0.88517,                0.88197,                0.93116,                0.56493,                 1.0185,                0.68323,                 1.1893,               0.000977,               0.000977,               0.000977
                     34,                 1.1812,                0.65497,                 1.3287,                 0.8866,                0.88323,                0.93913,                0.57202,                 1.0232,                 0.4947,                 1.1931,               0.000944,               0.000944,               0.000944
                     35,                 1.1685,                0.64762,                 1.3305,                0.89948,                 0.8769,                0.93867,                0.58565,                 1.0052,                0.59231,                  1.185,               0.000911,               0.000911,               0.000911
                     36,                  1.148,                0.64189,                 1.3149,                0.88555,                0.88975,                0.93933,                0.58449,                0.99918,                0.51637,                 1.1877,               0.000878,               0.000878,               0.000878
                     37,                 1.1236,                0.62749,                 1.2989,                0.89484,                0.89311,                0.94251,                0.59383,                 0.9965,                 0.5121,                 1.1812,               0.000845,               0.000845,               0.000845
                     38,                 1.1164,                0.61795,                 1.2918,                0.90144,                0.89422,                0.94329,                0.59645,                0.98082,                0.54256,                 1.1763,               0.000812,               0.000812,               0.000812
                     39,                 1.1043,                0.61006,                   1.28,                0.90621,                0.87616,                0.94139,                0.59117,                0.98982,                 0.5389,                 1.1815,               0.000779,               0.000779,               0.000779
                     40,                 1.0825,                0.59117,                 1.2666,                0.91205,                0.87893,                0.93872,                0.59522,                0.98381,                 0.5033,                 1.1773,               0.000746,               0.000746,               0.000746
                     41,                 1.0741,                0.59457,                 1.2514,                0.89642,                0.89818,                0.94158,                0.59279,                0.98803,                0.56308,                 1.1849,               0.000713,               0.000713,               0.000713
                     42,                 1.0628,                0.58811,                 1.2529,                0.89608,                0.88197,                0.93824,                0.58942,                0.98176,                0.56013,                 1.1917,                0.00068,                0.00068,                0.00068
                     43,                 1.0627,                0.58361,                 1.2572,                0.90157,                0.88157,                0.93974,                0.59945,                0.98152,                0.48324,                 1.1913,               0.000647,               0.000647,               0.000647
                     44,                 1.0318,                0.56613,                 1.2343,                0.91525,                0.86982,                0.93926,                0.59716,                0.96288,                0.50236,                 1.1861,               0.000614,               0.000614,               0.000614
                     45,                 1.0202,                0.56711,                 1.2351,                0.89266,                0.90578,                0.94246,                0.60422,                 0.9573,                0.65296,                 1.1629,               0.000581,               0.000581,               0.000581
                     46,                 1.0178,                0.56013,                 1.2306,                0.89318,                0.89379,                0.93769,                0.60516,                0.97156,                0.49755,                 1.1886,               0.000548,               0.000548,               0.000548
                     47,                0.99594,                0.54796,                 1.2124,                0.90174,                0.89263,                0.94027,                0.61258,                0.95155,                0.49948,                 1.1863,               0.000515,               0.000515,               0.000515
                     48,                0.98323,                0.54787,                 1.2075,                0.89578,                0.89716,                0.94129,                0.61825,                0.95258,                0.56751,                 1.1922,               0.000482,               0.000482,               0.000482
                     49,                0.97931,                0.54203,                 1.2032,                0.91015,                0.88551,                0.94166,                0.61032,                0.95072,                 0.5063,                 1.1889,               0.000449,               0.000449,               0.000449
                     50,                0.95978,                0.53111,                 1.1945,                0.90688,                 0.8997,                0.94477,                0.62033,                0.94804,                 0.4892,                 1.1877,               0.000416,               0.000416,               0.000416
                     51,                0.93155,                0.45601,                 1.2195,                0.89723,                0.90375,                  0.949,                0.62488,                0.93859,                0.66144,                 1.1778,               0.000383,               0.000383,               0.000383
                     52,                0.89702,                0.43583,                 1.1971,                0.91411,                0.89767,                0.94916,                0.63051,                0.94013,                0.51878,                 1.1762,                0.00035,                0.00035,                0.00035
                     53,                0.88483,                0.42581,                 1.1828,                0.90318,                0.90261,                0.94662,                0.63205,                0.93636,                0.48488,                 1.1884,               0.000317,               0.000317,               0.000317
                     54,                 0.8622,                0.41919,                 1.1649,                0.90909,                0.90172,                0.94904,                0.63818,                0.92956,                0.48187,                 1.1819,               0.000284,               0.000284,               0.000284
                     55,                0.85569,                 0.4164,                 1.1724,                0.92128,                0.88501,                0.94767,                0.63587,                0.92642,                0.49679,                 1.1833,               0.000251,               0.000251,               0.000251
                     56,                0.83598,                0.40609,                   1.15,                0.92079,                0.89108,                0.94803,                0.64052,                0.91964,                0.51392,                 1.1938,               0.000218,               0.000218,               0.000218
                     57,                0.82262,                0.40052,                 1.1409,                0.92428,                0.88501,                0.94438,                0.63715,                 0.9164,                0.54182,                 1.1956,               0.000185,               0.000185,               0.000185
                     58,                0.80874,                0.39266,                  1.135,                0.92284,                0.88703,                0.94425,                0.63875,                0.92047,                0.48894,                 1.1994,               0.000152,               0.000152,               0.000152
                     59,                  0.797,                0.38446,                 1.1248,                0.92323,                0.88334,                0.94661,                0.64516,                 0.9162,                0.48093,                  1.203,               0.000119,               0.000119,               0.000119
                     60,                0.77724,                 0.3769,                 1.1101,                0.91244,                0.89868,                0.94362,                0.64229,                0.91397,                0.48804,                 1.2079,                8.6e-05,                8.6e-05,                8.6e-05
